thk_01,thk_02,thk_03,thk_04,thk_05,thk_06,thk_07,thk_08,thk_09,res_01,res_02,res_03,res_04,res_05,res_06,res_07,res_08,res_09,res_10
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
7.15250e-01,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,4.95045e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,7.75830e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.08285e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,9.13215e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.09505e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,6.13305e+00,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,7.88490e+00,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,3.49835e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,6.98445e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,1.29420e+01,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,8.40600e+00,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,5.35710e+00,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,3.62340e+01,7.10300e+00,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,2.69914e+01,3.72969e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,4.50135e+01,2.06805e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,1.16890e+01,2.35016e+01
1.00135e+00,3.48365e+00,4.46690e+00,7.69875e+00,5.16165e+00,1.82507e+01,1.43104e+01,2.71591e+01,2.14415e+01,5.71455e+00,6.03960e+00,1.44347e+01,1.40100e+01,1.91325e+01,1.64700e+01,7.10300e+00,3.72969e+01,2.06805e+01,4.05200e+00
1.00135e+00,4.95045e+00,7.75830e+00,7.08285e+00,9.13215e+00,1.09505e+01,6.13305e+00,7.88490e+00,3.49835e+01,6.98445e+00,1.29420e+01,1.44347e+01,8.40600e+00,5.35710e+00,3.62340e+01,2.69914e+01,4.50135e+01,1.16890e+01,4.05200e+00
7.15250e-01,3.48365e+00,7.75830e+00,7.08285e+00,9.13215e+00,1.09505e+01,6.13305e+00,7.88490e+00,3.49835e+01,6.98445e+00,1.29420e+01,1.44347e+01,8.40600e+00,5.35710e+00,3.62340e+01,2.69914e+01,4.50135e+01,1.16890e+01,4.05200e+00
7.15250e-01,4.95045e+00,4.46690e+00,7.08285e+00,9.13215e+00,1.09505e+01,6.13305e+00,7.88490e+00,3.49835e+01,6.98445e+00,1.29420e+01,1.44347e+01,8.40600e+00,5.35710e+00,3.62340e+01,2.69914e+01,4.50135e+01,1.16890e+01,4.05200e+00
7.15250e-01,4.95045e+00,7.75830e+00,7.69875e+00,9.13215e+00,1.09505e+01,6.13305e+00,7.88490e+00,3.49835e+01,6.98445e+00,1.29420e+01,1.44347e+01,8.40600e+00,5.35710e+00,3.62340e+01,2.69914e+01,4.50135e+01,1.16890e+01,4.05200e+00
7.15250e-01,4.95045e+00,7.75830e+00,7.08285e+00,5.16165e+00,1.09505e+01,6.13305e+00,7.88490e+00,3.49835e+01,6.98445e+00,1.29420e+01,1.44347e+01,8.40600e+00,5.35710e+00,3.62340e+01,2.69914e+01,4.50135e+01,1.16890e+01,4.05200e+00
7.15250e-01,4.95045e+00,7.75830e+00,7.08285e+00,9.13215e+00,1.82507e+01,6.13305e+00,7.88490e+00,3.49835e+01,6.98445e+00,1.29420e+01,1.44347e+01,8.40600e+00,5.35710e+00,3.62340e+01,2.69914e+01,4.50135e+01,1.16890e+01,4.05200e+00
7.15250e-01,4.95045e+00,7.75830e+00,7.08285e+00,9.13215e+00,1.09505e+01,1.43104e+01,7.88490e+00,3.49835e+01,6.98445e+00,1.29420e+01,1.44347e+01,8.40600e+00,5.35710e+00,3.62340e+01,2.69914e+01,4.50135e+01,1.16890e+01,4.05200e+00
7.15250e-01,4.95045e+00,7.75830e+00,7.08285e+00,9.13215e+00,1.09505e+01,6.13305e+00,2.71591e+01,3.49835e+01,6.98445e+00,1.29420e+01,1.44347e+01,8.40600e+00,5.35710e+00,3.62340e+01,2.69914e+01,4.50135e+01,1.16890e+01,4.05200e+00
7.15250e-01,4.95045e+00,7.75830e+00,7.08285e+00,9.13215e+00,1.09505e+01,6.13305e+00,7.88490e+00,2.14415e+01,6.98445e+00,1.29420e+01,1.44347e+01,8.40600e+00,5.35710e+00,3.62340e+01,2.69914e+01,4.50135e+01,1.16890e+01,4.05200e+00
7.15250e-01,4.95045e+00,7.75830e+00,7.08285e+00,9.13215e+00,1.09505e+01,6.13305e+00,7.88490e+00,3.49835e+01,5.71455e+00,1.29420e+01,1.44347e+01,8.40600e+00,5.35710e+00,3.62340e+01,2.69914e+01,4.50135e+01,1.16890e+01,4.05200e+00
