thk_01,thk_02,thk_03,thk_04,thk_05,thk_06,thk_07,res_01,res_02,res_03,res_04,res_05,res_06,res_07,res_08
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
9.73750e-01,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,7.81985e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,8.73195e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.52975e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,3.59650e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,2.73645e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,4.62082e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,4.69809e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,6.35835e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,6.89441e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.79293e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,2.88337e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.29644e+02,7.20550e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,3.17042e+01,3.61358e+01
1.36325e+00,5.12335e+00,7.21335e+00,1.31875e+01,9.35090e+00,3.54725e+01,2.94052e+01,6.33222e+01,5.25255e+01,2.95474e+01,1.39451e+01,5.44638e+01,1.04551e+02,7.20550e+01,3.61358e+01
1.36325e+00,7.81985e+00,8.73195e+00,1.52975e+01,3.59650e+00,2.73645e+01,4.62082e+01,4.69809e+01,6.35835e+01,6.89441e+01,1.79293e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,5.12335e+00,8.73195e+00,1.52975e+01,3.59650e+00,2.73645e+01,4.62082e+01,4.69809e+01,6.35835e+01,6.89441e+01,1.79293e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,7.21335e+00,1.52975e+01,3.59650e+00,2.73645e+01,4.62082e+01,4.69809e+01,6.35835e+01,6.89441e+01,1.79293e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,8.73195e+00,1.31875e+01,3.59650e+00,2.73645e+01,4.62082e+01,4.69809e+01,6.35835e+01,6.89441e+01,1.79293e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,8.73195e+00,1.52975e+01,9.35090e+00,2.73645e+01,4.62082e+01,4.69809e+01,6.35835e+01,6.89441e+01,1.79293e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,8.73195e+00,1.52975e+01,3.59650e+00,3.54725e+01,4.62082e+01,4.69809e+01,6.35835e+01,6.89441e+01,1.79293e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,8.73195e+00,1.52975e+01,3.59650e+00,2.73645e+01,2.94052e+01,4.69809e+01,6.35835e+01,6.89441e+01,1.79293e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,8.73195e+00,1.52975e+01,3.59650e+00,2.73645e+01,4.62082e+01,6.33222e+01,6.35835e+01,6.89441e+01,1.79293e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,8.73195e+00,1.52975e+01,3.59650e+00,2.73645e+01,4.62082e+01,4.69809e+01,5.25255e+01,6.89441e+01,1.79293e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,8.73195e+00,1.52975e+01,3.59650e+00,2.73645e+01,4.62082e+01,4.69809e+01,6.35835e+01,2.95474e+01,1.79293e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,8.73195e+00,1.52975e+01,3.59650e+00,2.73645e+01,4.62082e+01,4.69809e+01,6.35835e+01,6.89441e+01,1.39451e+01,2.88337e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,8.73195e+00,1.52975e+01,3.59650e+00,2.73645e+01,4.62082e+01,4.69809e+01,6.35835e+01,6.89441e+01,1.79293e+01,5.44638e+01,1.29644e+02,3.17042e+01,3.61358e+01
9.73750e-01,7.81985e+00,8.73195e+00,1.52975e+01,3.59650e+00,2.73645e+01,4.62082e+01,4.69809e+01,6.35835e+01,6.89441e+01,1.79293e+01,2.88337e+01,1.04551e+02,3.17042e+01,3.61358e+01
