thk_01,thk_02,thk_03,thk_04,thk_05,thk_06,thk_07,thk_08,thk_09,res_01,res_02,res_03,res_04,res_05,res_06,res_07,res_08,res_09,res_10
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
2.46720e+00,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,7.03880e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.81591e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,3.00263e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.37338e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.85223e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,2.10313e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,3.09744e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,2.31046e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,5.91599e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,5.56574e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,1.58723e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,4.60251e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,1.30785e+01,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,5.26021e+00,7.78273e+00,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,1.18853e+01,3.31749e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,2.48969e+01,7.49126e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,5.43484e+00,1.61064e+01
6.43200e-01,4.00245e+00,6.43986e+00,4.21938e+00,1.18412e+01,3.91808e+00,1.06644e+01,1.35410e+01,1.49085e+01,3.58108e+01,3.12481e+01,3.41820e+01,6.92247e+00,9.63017e+00,1.70306e+01,7.78273e+00,3.31749e+01,7.49126e+00,1.62358e+01
6.43200e-01,7.03880e+00,6.81591e+00,3.00263e+00,1.37338e+01,3.85223e+00,2.10313e+01,3.09744e+01,2.31046e+01,5.91599e+01,5.56574e+01,1.58723e+01,4.60251e+00,1.30785e+01,5.26021e+00,1.18853e+01,2.48969e+01,5.43484e+00,1.62358e+01
2.46720e+00,4.00245e+00,6.81591e+00,3.00263e+00,1.37338e+01,3.85223e+00,2.10313e+01,3.09744e+01,2.31046e+01,5.91599e+01,5.56574e+01,1.58723e+01,4.60251e+00,1.30785e+01,5.26021e+00,1.18853e+01,2.48969e+01,5.43484e+00,1.62358e+01
2.46720e+00,7.03880e+00,6.43986e+00,3.00263e+00,1.37338e+01,3.85223e+00,2.10313e+01,3.09744e+01,2.31046e+01,5.91599e+01,5.56574e+01,1.58723e+01,4.60251e+00,1.30785e+01,5.26021e+00,1.18853e+01,2.48969e+01,5.43484e+00,1.62358e+01
