thk_01,thk_02,thk_03,thk_04,thk_05,thk_06,thk_07,thk_08,thk_09,res_01,res_02,res_03,res_04,res_05,res_06,res_07,res_08,res_09,res_10
5.99022e-01,3.65554e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.87828e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.08338e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
2.29774e+00,3.65554e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.87828e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.08338e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,6.42871e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.87828e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.08338e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.39178e+00,4.13808e+00,1.14896e+01,3.87828e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.08338e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.03913e+00,2.94477e+00,1.14896e+01,3.87828e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.08338e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.03913e+00,4.13808e+00,1.33260e+01,3.87828e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.08338e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.81310e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.08338e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.87828e+00,2.10824e+01,1.35248e+01,1.48821e+01,1.08338e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.87828e+00,1.06902e+01,3.09373e+01,1.48821e+01,1.08338e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.87828e+00,1.06902e+01,1.35248e+01,2.30637e+01,1.08338e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.87828e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.78977e+01,1.60157e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.87828e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.08338e+01,2.85263e+01,3.05145e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.87828e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.08338e+01,1.60157e+01,1.41694e+01,6.47963e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
5.99022e-01,3.65554e+00,6.03913e+00,4.13808e+00,1.14896e+01,3.87828e+00,1.06902e+01,1.35248e+01,1.48821e+01,1.08338e+01,1.60157e+01,3.05145e+01,4.30808e+00,1.09534e+01,2.24404e+01,1.14536e+01,4.25217e+01,8.59812e+00,1.26119e+01
