thk_01,thk_02,thk_03,thk_04,thk_05,thk_06,thk_07,res_01,res_02,res_03,res_04,res_05,res_06,res_07,res_08
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
1.57017e+00,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,8.91530e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,3.63040e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,8.20922e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,1.15538e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,3.55358e+01,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,3.80693e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,1.95328e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,9.27835e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,2.40073e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,6.16321e+01,1.15135e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.13132e+02,4.83550e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,8.54706e+01,4.12515e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,8.12420e+01,4.92350e+01
8.15516e-01,5.37615e+00,9.75226e+00,7.08828e+00,2.08147e+01,7.53791e+00,2.19664e+01,3.15334e+01,3.64568e+01,5.60170e+01,3.69793e+01,1.15135e+02,4.83550e+01,4.12515e+01,7.96492e+01
8.15516e-01,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,5.37615e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,9.75226e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,7.08828e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,2.08147e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,7.53791e+00,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,2.19664e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,3.15334e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,3.64568e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,5.60170e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,3.69793e+01,1.13132e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.15135e+02,8.54706e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,4.83550e+01,8.12420e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,4.12515e+01,7.96492e+01
1.57017e+00,8.91530e+00,3.63040e+00,8.20922e+00,1.15538e+01,3.55358e+01,3.80693e+01,1.95328e+01,9.27835e+01,2.40073e+01,6.16321e+01,1.13132e+02,8.54706e+01,8.12420e+01,4.92350e+01
